ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,Sales,year,month
10313,42,100.0,4,9.423108044441532e+29,10/22/2004 0:00,Shipped,4,10,2004,Trucks and Buses,127,S24_2300,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,nan,Vancouver,BC,V3F 2K1,Canada,nan,Tannamuri,Yoshi,Medium,970726946388196.9,2014,January
10324,31,100.0,2,4.5384449069885725e+28,11/5/2004 0:00,Shipped,4,11,2004,Trucks and Buses,127,S24_2300,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,nan,Frick,Michael,Medium,213036262335513.5,2015,January
10334,42,100.0,5,8.721062821239503e+29,11/19/2004 0:00,On Hold,4,11,2004,Trucks and Buses,127,S24_2300,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,nan,Lule,nan,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,933866308485294.0,2015,January
10348,37,100.0,1,1.6384545103354416e+30,11/1/2004 0:00,Shipped,4,11,2004,Trucks and Buses,127,S24_2300,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",nan,Madrid,nan,28023,Spain,EMEA,Sommer,Mart¡n,Medium,1280021292922677.0,2015,January
10358,41,100.0,7,1.090510483733364e+30,12/10/2004 0:00,Shipped,4,12,2004,Trucks and Buses,127,S24_2300,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Medium,1044275099642505.1,2016,January
10371,20,100.0,5,2.0042342167621526e+28,1/23/2005 0:00,Shipped,1,1,2005,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,nan,San Rafael,CA,97562,USA,nan,Nelson,Valarie,Medium,141570979256419.38,2006,January
10382,20,100.0,3,2.4645120698860496e+27,2/17/2005 0:00,Shipped,1,2,2005,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,nan,San Rafael,CA,97562,USA,nan,Nelson,Valarie,Small,49643852286925.21,2007,January
10412,70,100.0,10,2.719780239065485e+31,5/3/2005 0:00,Shipped,2,5,2005,Trucks and Buses,127,S24_2300,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Large,5215151233728016.0,2010,January
10425,49,100.0,9,8.502629860277176e+29,5/31/2005 0:00,In Process,2,5,2005,Trucks and Buses,127,S24_2300,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",nan,Nantes,nan,44000,France,EMEA,Labrune,Janine,Medium,922097058897661.6,2010,January
10108,35,58.87,15,3.248603001994712e+26,3/3/2003 0:00,Shipped,1,3,2003,Motorcycles,69,S24_2360,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,nan,Makati City,nan,1227 MM,Philippines,Japan,Cruz,Arnold,Small,18023881385524.906,2006,January
10121,32,76.88,2,1.341858816016919e+27,5/7/2003 0:00,Shipped,2,5,2003,Motorcycles,69,S24_2360,Reims Collectables,26.47.1555,59 rue de l'Abbaye,nan,Reims,nan,51100,France,EMEA,Henriot,Paul,Small,36631391128606.06,2008,January
10135,29,61.64,16,1.0425215080092418e+26,7/2/2003 0:00,Shipped,3,7,2003,Motorcycles,69,S24_2360,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,nan,San Rafael,CA,97562,USA,nan,Nelson,Valarie,Small,10210394252962.232,2010,January
10145,27,60.95,3,5.378978308207615e+25,8/25/2003 0:00,Shipped,3,8,2003,Motorcycles,69,S24_2360,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,nan,Pasadena,CA,90003,USA,nan,Young,Julie,Small,7334151831130.588,2011,January
10159,27,80.34,11,4.9019032184782686e+26,10/10/2003 0:00,Shipped,4,10,2003,Motorcycles,69,S24_2360,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,nan,San Francisco,CA,nan,USA,nan,Brown,Julie,Small,22140242136160.727,2013,January
10169,38,74.11,11,3.956245916232844e+27,11/4/2003 0:00,Shipped,4,11,2003,Motorcycles,69,S24_2360,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,62898695664002.8,2014,January
10180,35,72.03,6,1.6317426795829748e+27,11/11/2003 0:00,Shipped,4,11,2003,Motorcycles,69,S24_2360,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",nan,Lille,nan,59000,France,EMEA,Rance,Martine,Small,40394834813166.086,2014,January
10190,42,76.19,3,1.0994566533971869e+28,11/19/2003 0:00,Shipped,4,11,2003,Motorcycles,69,S24_2360,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Medium,104854978584575.89,2014,January
10211,21,63.72,11,1.0279227900643615e+25,1/15/2004 0:00,Shipped,1,1,2004,Motorcycles,69,S24_2360,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",nan,Paris,nan,75016,France,EMEA,Perrier,Dominique,Small,3206123500528.8887,2005,January
10224,37,80.34,4,6.09632921348949e+27,2/21/2004 0:00,Shipped,1,2,2004,Motorcycles,69,S24_2360,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",nan,Lille,nan,59000,France,EMEA,Rance,Martine,Small,78078993420058.19,2006,January
10237,26,79.65,4,3.3827743187228745e+26,4/5/2004 0:00,Shipped,2,4,2004,Motorcycles,69,S24_2360,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,nan,Frick,Michael,Small,18392319915450.78,2008,January
10252,47,65.8,8,8.367390013182481e+27,5/26/2004 0:00,Shipped,2,5,2004,Motorcycles,69,S24_2360,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",nan,Paris,nan,75016,France,EMEA,Perrier,Dominique,Medium,91473438839821.05,2009,January
10264,37,65.1,6,1.1330829408845518e+27,6/30/2004 0:00,Shipped,2,6,2004,Motorcycles,69,S24_2360,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,nan,Boston,MA,51003,USA,nan,Yoshido,Juri,Small,33661297373757.77,2010,January
10276,46,75.49,12,2.1143557270076782e+28,8/2/2004 0:00,Shipped,3,8,2004,Motorcycles,69,S24_2360,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,nan,Brickhaven,MA,58339,USA,nan,Barajas,Miguel,Medium,145408243473596.72,2012,January
10285,38,59.56,3,6.885037112396402e+26,8/27/2004 0:00,Shipped,3,8,2004,Motorcycles,69,S24_2360,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,nan,Cambridge,MA,51247,USA,nan,Hernandez,Marta,Small,26239354245858.266,2012,January
10299,33,66.49,6,5.372323826079736e+26,9/30/2004 0:00,Shipped,3,9,2004,Motorcycles,69,S24_2360,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,nan,Helsinki,nan,21240,Finland,EMEA,Karttunen,Matti,Small,23178273935044.723,2013,January
10309,24,56.1,2,1.0799230819267398e+25,10/15/2004 0:00,Shipped,4,10,2004,Motorcycles,69,S24_2360,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,nan,Stavern,nan,4110,Norway,EMEA,Bergulfsen,Jonas,Small,3286218315825.5625,2014,January
10319,31,81.73,7,1.698030716040111e+27,11/3/2004 0:00,Shipped,4,11,2004,Motorcycles,69,S24_2360,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,nan,Kuo,Kee,Small,41207168260390.22,2015,January
10330,42,81.03,1,1.7995380520495009e+28,11/16/2004 0:00,Shipped,4,11,2004,Motorcycles,69,S24_2360,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,nan,Makati City,nan,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,134146861761634.25,2015,January
10341,32,100.0,6,1.4311451207928055e+28,11/24/2004 0:00,Shipped,4,11,2004,Motorcycles,69,S24_2360,Salzburg Collectables,6562-9555,Geislweg 14,nan,Salzburg,nan,5020,Austria,EMEA,Pipps,Georg,Medium,119630477755160.94,2015,January
10355,41,70.65,3,4.95642094122738e+27,12/7/2004 0:00,Shipped,4,12,2004,Motorcycles,69,S24_2360,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Small,70401853251369.6,2016,January
10363,43,61.23,14,2.3092009108029929e+27,1/6/2005 0:00,Shipped,1,1,2005,Motorcycles,69,S24_2360,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",nan,Espoo,nan,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,48054145615159.914,2006,January
10375,20,100.0,14,3.070754062022476e+26,2/3/2005 0:00,Shipped,1,2,2005,Motorcycles,69,S24_2360,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",nan,Nantes,nan,44000,France,EMEA,Labrune,Janine,Small,17523567165456.0,2007,January
10390,35,65.13,4,7.29109874787516e+26,3/4/2005 0:00,Shipped,1,3,2005,Motorcycles,69,S24_2360,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,nan,San Rafael,CA,97562,USA,nan,Nelson,Valarie,Small,27002034641624.99,2008,January
10403,27,79.65,4,4.5750553684052194e+26,4/8/2005 0:00,Shipped,2,4,2005,Motorcycles,69,S24_2360,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,nan,Liverpool,nan,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small,21389379066268.426,2009,January
10110,43,78.15,11,1.626220769737065e+28,3/18/2003 0:00,Shipped,1,3,2003,Classic Cars,90,S24_2766,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,nan,Manchester,nan,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,127523361378888.73,2006,January
10124,32,72.7,10,8.579759483393278e+26,5/21/2003 0:00,Shipped,2,5,2003,Classic Cars,90,S24_2766,Signal Gift Stores,7025551838,8489 Strong St.,nan,Las Vegas,NV,83030,USA,nan,King,Sue,Small,29291226473798.05,2008,January
10148,21,73.6,4,3.256693389121145e+25,9/11/2003 0:00,Shipped,3,9,2003,Classic Cars,90,S24_2766,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,5706744596634.009,2012,January
10161,20,100.0,3,4.474766861778909e+26,10/17/2003 0:00,Shipped,4,10,2003,Classic Cars,90,S24_2766,Heintze Collectables,86 21 3555,Smagsloget 45,nan,Aaarhus,nan,8200,Denmark,EMEA,Ibsen,Palle,Small,21153644749259.9,2013,January
10172,22,74.51,1,5.213122781955154e+25,11/5/2003 0:00,Shipped,4,11,2003,Classic Cars,90,S24_2766,Gift Depot Inc.,2035552570,25593 South Bay Ln.,nan,Bridgewater,CT,97562,USA,nan,King,Julie,Small,7220195829723.148,2014,January
10182,36,73.6,14,2.4290839298811843e+27,11/12/2003 0:00,Shipped,4,11,2003,Classic Cars,90,S24_2766,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,nan,San Rafael,CA,97562,USA,nan,Nelson,Valarie,Small,49285737590921.62,2014,January
10192,46,83.6,2,4.783137580700399e+28,11/20/2003 0:00,Shipped,4,11,2003,Classic Cars,90,S24_2766,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,nan,Nashua,NH,62005,USA,nan,Young,Valarie,Medium,218703854120141.2,2014,January
10204,47,96.32,8,1.764065289939883e+29,12/2/2003 0:00,Shipped,4,12,2003,Classic Cars,90,S24_2766,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,nan,Young,Jeff,Medium,420007772539971.3,2015,January
10212,45,88.14,1,6.124695185991318e+28,1/16/2004 0:00,Shipped,1,1,2004,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Medium,247481215165743.8,2005,January
10227,47,88.14,14,8.672957792563108e+28,3/2/2004 0:00,Shipped,1,3,2004,Classic Cars,90,S24_2766,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",nan,Lyon,nan,69004,France,EMEA,Saveley,Mary,Medium,294498858954718.3,2007,January
10241,47,94.5,6,1.5143885995454316e+29,4/13/2004 0:00,Shipped,2,4,2004,Classic Cars,90,S24_2766,Mini Caravy,88.60.1555,"24, place Kluber",nan,Strasbourg,nan,67000,France,EMEA,Citeaux,Frederique,Medium,389151461457545.06,2008,January
10267,38,87.24,3,1.4587942008334491e+28,7/7/2004 0:00,Shipped,3,7,2004,Classic Cars,90,S24_2766,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,nan,Young,Jeff,Medium,120780553104936.94,2011,January
10279,49,79.97,3,5.55885580046965e+28,8/9/2004 0:00,Shipped,3,8,2004,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Medium,235772258768279.4,2012,January
10288,35,80.87,9,4.119494237500833e+27,9/1/2004 0:00,Shipped,3,9,2004,Classic Cars,90,S24_2766,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,nan,69045,Singapore,APAC,Victorino,Wendy,Small,64183286278445.055,2013,January
10302,49,100.0,5,6.2152637374171405e+29,10/6/2003 0:00,Shipped,4,10,2003,Classic Cars,90,S24_2766,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,nan,Liverpool,nan,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,788369439883176.9,2013,January
10311,28,93.6,4,2.2257226255781144e+27,10/16/2004 0:00,Shipped,4,10,2004,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Small,47177564854262.18,2014,January
10321,30,72.7,1,5.119709564545998e+26,11/4/2004 0:00,Shipped,4,11,2004,Classic Cars,90,S24_2766,FunGiftIdeas.com,5085552555,1785 First Street,nan,New Bedford,MA,50553,USA,nan,Benitez,Violeta,Small,22626775211121.0,2015,January
10332,39,86.72,7,1.7118709012615246e+28,11/17/2004 0:00,Shipped,4,11,2004,Classic Cars,90,S24_2766,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,nan,Manchester,nan,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,130838484447868.95,2015,January
10346,25,100.0,1,4.690476604807969e+27,11/29/2004 0:00,Shipped,4,11,2004,Classic Cars,90,S24_2766,Signal Gift Stores,7025551838,8489 Strong St.,nan,Las Vegas,NV,83030,USA,nan,King,Sue,Small,68487054286251.56,2015,January
10368,40,100.0,2,8.097795604943792e+28,1/19/2005 0:00,Shipped,1,1,2005,Classic Cars,90,S24_2766,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,nan,San Rafael,CA,97562,USA,nan,Nelson,Valarie,Medium,284566259506354.56,2006,January
10380,36,37.5,6,1.1032403768789062e+25,2/16/2005 0:00,Shipped,1,2,2005,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Small,3321506250000.0,2007,January
10407,76,94.5,6,7.078858093486284e+30,4/22/2005 0:00,On Hold,2,4,2005,Classic Cars,90,S24_2766,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,nan,San Jose,CA,94217,USA,nan,Frick,Sue,Large,2660612353103376.0,2009,January
10420,39,100.0,9,5.7360512481797895e+28,5/29/2005 0:00,In Process,2,5,2005,Classic Cars,90,S24_2766,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,239500547978074.34,2010,January
10104,44,39.6,10,8.495381752253663e+25,1/31/2003 0:00,Shipped,1,1,2003,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Small,9217039520504.219,2004,January
10114,24,30.06,1,7.338406137105601e+22,4/1/2003 0:00,Shipped,2,4,2003,Classic Cars,35,S24_2840,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",nan,Paris,nan,75012,France,EMEA,Bertrand,Marie,Small,270894926809.37384,2007,January
10127,39,38.19,12,2.421665324412985e+25,6/3/2003 0:00,Shipped,2,6,2003,Classic Cars,35,S24_2840,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,nan,Young,Jeff,Small,4921041886036.924,2009,January
10141,21,42.43,6,3.973183397140956e+23,8/1/2003 0:00,Shipped,3,8,2003,Classic Cars,35,S24_2840,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",nan,Espoo,nan,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,630331928204.5735,2011,January
10151,30,40.31,4,4.573750005129289e+24,9/21/2003 0:00,Shipped,3,9,2003,Classic Cars,35,S24_2840,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,nan,Oulu,nan,90110,Finland,EMEA,Koskitalo,Pirkko,Small,2138632741994.12,2012,January
10165,27,31.82,13,2.968325450564165e+23,10/22/2003 0:00,Shipped,4,10,2003,Classic Cars,35,S24_2840,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",nan,Singapore,nan,79903,Singapore,Japan,Natividad,Eric,Small,544823407221.47437,2013,January
10175,37,31.12,2,3.089800926576823e+24,11/6/2003 0:00,Shipped,4,11,2003,Classic Cars,35,S24_2840,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,nan,London,nan,WX3 6FW,UK,EMEA,Brown,Ann,Small,1757782957755.827,2014,January
10184,42,31.82,7,1.0176436469084055e+25,11/14/2003 0:00,Shipped,4,11,2003,Classic Cars,35,S24_2840,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",nan,Sevilla,nan,41101,Spain,EMEA,Roel,Jose Pedro,Small,3190052737665.0146,2014,January
10195,32,28.29,7,4.510902146718509e+23,11/25/2003 0:00,Shipped,4,11,2003,Classic Cars,35,S24_2840,Mini Classics,9145554562,3758 North Pendale Street,nan,White Plains,NY,24067,USA,nan,Frick,Steve,Small,671632499713.8323,2014,January
10207,42,29.7,8,5.862001398616982e+24,12/9/2003 0:00,Shipped,4,12,2003,Classic Cars,35,S24_2840,Diecast Collectables,6175552555,6251 Ingle Ln.,nan,Boston,MA,51003,USA,nan,Franco,Valarie,Small,2421157037165.698,2015,January
10219,21,40.31,3,2.6366758603319325e+23,2/10/2004 0:00,Shipped,1,2,2004,Classic Cars,35,S24_2840,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,nan,Brisbane,CA,94217,USA,nan,Taylor,Sue,Small,513485721352.7882,2006,January
10229,33,32.88,2,1.9211708567122167e+24,3/11/2004 0:00,Shipped,1,3,2004,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,nan,San Rafael,CA,97562,USA,nan,Nelson,Valarie,Small,1386063078186.6375,2007,January
10246,49,36.07,6,9.522210520274703e+25,5/5/2004 0:00,Shipped,2,5,2004,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Small,9758181449570.768,2009,January
10259,31,33.24,5,1.2711057156456443e+24,6/15/2004 0:00,Shipped,2,6,2004,Classic Cars,35,S24_2840,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,nan,69045,Singapore,APAC,Victorino,Wendy,Small,1127433242212.4355,2010,January
10271,38,41.72,6,3.990461921580019e+25,7/20/2004 0:00,Shipped,3,7,2004,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,nan,San Rafael,CA,97562,USA,nan,Nelson,Valarie,Small,6317010306766.975,2011,January
10281,20,40.66,2,1.9124009894772995e+23,8/19/2004 0:00,Shipped,3,8,2004,Classic Cars,35,S24_2840,Diecast Classics Inc.,2155551555,7586 Pompton St.,nan,Allentown,PA,70267,USA,nan,Yu,Kyung,Small,437310071857.17773,2012,January
10292,39,30.06,9,3.568031388051492e+24,9/8/2004 0:00,Shipped,3,9,2004,Classic Cars,35,S24_2840,Land of Toys Inc.,2125557818,897 Long Airport Avenue,nan,NYC,NY,10022,USA,nan,Yu,Kwai,Small,1888923340967.4126,2013,January
10305,48,31.47,6,2.710839731789247e+25,10/13/2004 0:00,Shipped,4,10,2004,Classic Cars,35,S24_2840,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,nan,Cambridge,MA,51247,USA,nan,Hernandez,Marta,Small,5206572511536.978,2014,January
10314,39,37.13,15,1.9333765647231135e+25,10/22/2004 0:00,Shipped,4,10,2004,Classic Cars,35,S24_2840,Heintze Collectables,86 21 3555,Smagsloget 45,nan,Aaarhus,nan,8200,Denmark,EMEA,Ibsen,Palle,Small,4397017812930.8433,2014,January
10324,30,100.0,9,1.5416817882161869e+28,11/5/2004 0:00,Shipped,4,11,2004,Classic Cars,35,S24_2840,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,nan,Frick,Michael,Medium,124164479148272.78,2015,January
10335,33,37.13,2,5.080554480743539e+24,11/19/2004 0:00,Shipped,4,11,2004,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,nan,San Rafael,CA,97562,USA,nan,Nelson,Valarie,Small,2254008536084.8877,2015,January
10349,36,37.13,3,1.0191065665483242e+25,12/1/2004 0:00,Shipped,4,12,2004,Classic Cars,35,S24_2840,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,nan,Young,Jeff,Small,3192344853784.322,2016,January
10358,36,82.94,4,6.31731095211695e+27,12/10/2004 0:00,Shipped,4,12,2004,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Small,79481513272690.97,2016,January
10371,45,100.0,8,8.947745589920733e+29,1/23/2005 0:00,Shipped,1,1,2005,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,nan,San Rafael,CA,97562,USA,nan,Nelson,Valarie,Medium,945925239642157.6,2006,January
10383,40,100.0,3,1.891081007101408e+30,2/22/2005 0:00,Shipped,1,2,2005,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Medium,1375165810766617.2,2007,January
10394,46,38.9,6,1.0511373401662595e+26,3/15/2005 0:00,Shipped,1,3,2005,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Small,10252498915709.572,2008,January
10412,30,36.07,6,1.8799191691108328e+24,5/3/2005 0:00,Shipped,2,5,2005,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Small,1371101443770.968,2010,January
10425,31,33.24,5,1.2711057156456443e+24,5/31/2005 0:00,In Process,2,5,2005,Classic Cars,35,S24_2840,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",nan,Nantes,nan,44000,France,EMEA,Labrune,Janine,Small,1127433242212.4355,2010,January
10106,49,74.68,13,3.2151638815690105e+28,2/17/2003 0:00,Shipped,1,2,2003,Planes,68,S24_2841,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,nan,Bergamo,nan,24100,Italy,EMEA,Rovelli,Giovanni,Medium,179308780643029.6,2005,January
10119,41,59.6,4,1.271279171689418e+27,4/28/2003 0:00,Shipped,2,4,2003,Planes,68,S24_2841,Salzburg Collectables,6562-9555,Geislweg 14,nan,Salzburg,nan,5020,Austria,EMEA,Pipps,Georg,Small,35655002057066.52,2007,January
10131,35,67.14,5,9.29811792929804e+26,6/16/2003 0:00,Shipped,2,6,2003,Planes,68,S24_2841,Gift Ideas Corp.,2035554407,2440 Pompton St.,nan,Glendale,CT,97561,USA,nan,Lewis,Dan,Small,30492815431340.61,2009,January
10143,27,60.97,8,5.393114905486264e+25,8/10/2003 0:00,Shipped,3,8,2003,Planes,68,S24_2841,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,nan,New Bedford,MA,50553,USA,nan,Tam,Wing C,Small,7343783020682.367,2011,January
10155,23,72.62,6,6.057210196524676e+25,10/6/2003 0:00,Shipped,4,10,2003,Planes,68,S24_2841,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,nan,Helsinki,nan,21240,Finland,EMEA,Karttunen,Matti,Small,7782808102815.253,2013,January
10167,21,69.88,2,2.1506885766266224e+25,10/23/2003 0:00,Cancelled,4,10,2003,Planes,68,S24_2841,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,nan,Boras,nan,S-844 67,Sweden,EMEA,Larsson,Maria,Small,4637551699578.801,2013,January
10178,34,80.84,5,3.257180117338561e+27,11/8/2003 0:00,Shipped,4,11,2003,Planes,68,S24_2841,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,nan,Toulouse,nan,31000,France,EMEA,Roulet,Annette,Small,57071710306758.47,2014,January
10186,22,69.2,2,2.8855606187460447e+25,11/14/2003 0:00,Shipped,4,11,2003,Planes,68,S24_2841,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,nan,London,nan,WA1 1DP,UK,EMEA,Hardy,Thomas,Small,5371741448307.099,2014,January
10198,48,67.82,5,1.2612238726244045e+28,11/27/2003 0:00,Shipped,4,11,2003,Planes,68,S24_2841,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,nan,Makati City,nan,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,112304223991103.94,2014,January
10209,43,82.21,1,2.438623924937938e+28,1/9/2004 0:00,Shipped,1,1,2004,Planes,68,S24_2841,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,nan,Los Angeles,CA,nan,USA,nan,Chandler,Michael,Medium,156160940216750.03,2005,January
10222,32,81.53,5,2.1465418749200023e+27,2/19/2004 0:00,Shipped,1,2,2004,Planes,68,S24_2841,Collectable Mini Designs Co.,7605558146,361 Furth Circle,nan,San Diego,CA,91217,USA,nan,Thompson,Valarie,Small,46330787549101.76,2006,January
10249,20,67.82,1,1.1457826689532106e+25,5/8/2004 0:00,Shipped,2,5,2004,Planes,68,S24_2841,Cambridge Collectables Co.,6175555555,4658 Baden Av.,nan,Cambridge,MA,51247,USA,nan,Tseng,Kyung,Small,3384941164855.3223,2009,January
